,year,month,day,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,s.s.temp.
25,1993.0,1.0,2.0,-4.97,-140.0,-5.6,-2.4,77.3,26.39,26.94851866939387
26,1995.0,5.0,24.0,-1.94,164.4,5.5,4.0,79.7,27.81,29.745806473834545
27,1988.0,1.0,21.0,2.0,-140.1,-4.9,2.9,86.41528227674439,26.38,26.88116789413948
28,1991.0,8.0,21.0,-2.03,-109.94,-6.4,2.3,86.42709005096503,23.42,23.44311179206576
29,1996.0,3.0,28.0,-2.0,-110.0,-1.7,-1.0,83.00003295408032,26.3,26.877232474947427
30,1986.0,1.0,4.0,-8.03,-109.94,-5.424244345757202,1.7773770160020206,89.35600775030457,23.8,23.89253965563775
31,1988.0,11.0,15.0,1.99,-110.1,-3.6,3.1,88.93088748722755,22.94,23.661377027567127
32,1985.0,10.0,31.0,-0.02,-140.0,-6.5,2.6,86.33916786581187,24.656964640825095,24.940505837351274
33,1993.0,5.0,15.0,7.96,-155.0,-5.4,-0.1,83.98062500136211,26.685893121533525,27.769718468483905
34,1994.0,7.0,25.0,5.02,-140.0,-3.9116228591467177,0.13237846305776202,79.8,27.31,28.143029165542806
35,1995.0,3.0,9.0,5.04,-94.94,-1.4,0.7,87.1,25.94,27.95697053128522
36,1995.0,7.0,30.0,-8.03,-95.06,-6.6,3.7,81.0,22.02,22.80393182809977
37,1991.0,1.0,27.0,-5.04,-109.94,-7.2,3.6,86.02556264311306,24.55,24.844806138269682
38,1988.0,1.0,30.0,-1.99,-140.0,-8.6,3.6,84.25896667937059,26.48,26.29975649489993
39,1996.0,7.0,16.0,7.97,-155.0,-4.2,-1.8,84.8,26.75,28.092026647453196
40,1993.0,6.0,4.0,-2.19,-170.0,-4.9,-2.6,81.3,29.12,29.583097075129594
41,1996.0,7.0,2.0,4.98,-170.0,-2.6,0.0,88.1,27.83,28.96752498129618
42,1991.0,9.0,11.0,-1.98,-140.0,-4.0,3.8,82.01713917446125,26.16,26.662933343607747
43,1981.0,10.0,7.0,-0.02,-94.94,-3.3,5.9,93.79785329162394,21.55,22.515654858348093
44,1993.0,12.0,12.0,4.97,137.0,-0.8282534719879919,0.9043333588751352,81.22907524647178,27.3075434415521,28.592753369251195
45,1995.0,6.0,10.0,-1.99,-140.0,-4.2,-1.5,80.1,26.14,26.71001799284391
46,1996.0,8.0,19.0,4.98,-169.9,-5.9,0.7,73.5,28.55,29.077413769581735
47,1995.0,1.0,30.0,2.0,165.0,-3.8,-1.3,78.6,28.97,29.5783463117569
48,1996.0,8.0,30.0,2.01,-179.8,-1.8,-1.5,78.85900560064533,28.2,29.04393444204155
49,1987.0,4.0,1.0,0.0,-109.94,4.4,2.1,87.12700373981556,26.89,27.54904197354359
50,1996.0,12.0,10.0,0.08,-110.0,-5.4,-0.6,89.6,21.12,21.31934886909882
51,1996.0,2.0,11.0,-8.02,-95.1,-4.1,4.2,89.8,24.66,24.98838129025861
52,1993.0,6.0,4.0,-7.97,-125.0,-8.1,0.2,80.77771510923037,25.859881287596693,26.183947565472064
53,1994.0,12.0,20.0,4.95,137.0,3.0,1.7,82.8,27.58,28.94993814793902
54,1995.0,12.0,8.0,-0.31,-96.06,-1.5,3.0,95.4,21.1,21.12477049126221
55,1993.0,5.0,26.0,2.04,137.0,-2.7,-0.3,82.9,28.19,28.96057683454499
56,1993.0,7.0,23.0,1.99,-140.0,-7.4,1.4,84.8,25.66,26.38516609113931
57,1994.0,5.0,8.0,-2.0,-110.0,-5.1,-1.3,89.2,25.73,25.99348149597065
58,1996.0,8.0,31.0,0.0,-179.9,-3.2,-0.5,74.8,27.31,28.338059197798675
59,1996.0,10.0,17.0,-4.99,-139.9,-6.9,0.1,84.1,26.25,26.700601018198373
60,1992.0,12.0,12.0,0.01,-155.0,-4.5,0.7,78.6,26.97,27.483867835471084
61,1995.0,10.0,21.0,5.29,-124.9,-5.5,4.7,72.5,26.02,27.32140843368717
62,1996.0,7.0,19.0,-0.2,-124.3,-7.0,1.3,80.5,25.16,25.281003954965914
63,1988.0,3.0,1.0,-5.04,-109.8,-4.0,2.2,84.27819566207165,26.55,27.15561410051725
64,1995.0,6.0,12.0,9.0,-140.2,-3.562450101218701,0.140084399284774,84.9,26.9,27.951372590149163
65,1996.0,10.0,3.0,4.95,147.0,-0.9,1.0,73.8,28.56,30.00520525233151
66,1993.0,8.0,10.0,-5.01,-155.0,-6.1,-1.5,68.0,28.0,28.4201160025731
67,1993.0,11.0,10.0,-2.01,-110.0,-4.8,3.5,88.2,23.27,23.368260364234366
68,1995.0,3.0,1.0,-8.27,-155.0,-4.6,0.2,83.8,27.4,28.66385373490227
69,1993.0,6.0,21.0,-1.98,-140.0,-4.0,-2.7,85.5,27.55,28.18270631315228
70,1996.0,3.0,30.0,0.01,-179.9,-5.8,-2.3,83.4,26.84,27.309087569241843
71,1991.0,4.0,23.0,-0.01,-169.5,-6.4,0.6,84.17858584575936,25.958650621255998,26.16231242291157
72,1995.0,6.0,11.0,-5.02,-95.1,-4.5,1.6,77.0,24.17,24.503640899785545
73,1993.0,11.0,11.0,-4.97,-110.0,-7.0,1.9,76.7,24.62,24.699269592393208
74,1994.0,4.0,17.0,8.05,-110.1,-5.5,-4.5,84.0,28.7,28.943159908992897
75,1989.0,1.0,11.0,5.0,165.0,-6.2,1.3,84.4811117897683,27.83,28.658485916117712
76,1993.0,9.0,9.0,-4.97,-179.9,-3.2,1.3,72.8,29.12,30.003448810334433
77,1995.0,4.0,8.0,2.0,-140.0,-7.0,-1.9,83.0,27.89,28.174512005264763
78,1995.0,6.0,23.0,6.68,137.6,-2.9,-0.2,80.46297413834463,28.52,29.727694722173922
79,1994.0,10.0,12.0,-7.99,-125.0,-7.0,-0.1,73.6,25.9,26.23183861495639
80,1995.0,1.0,11.0,-0.04,-170.0,-6.1,-2.6,81.3,29.34,29.51392529142782
81,1990.0,11.0,20.0,-5.03,165.0,3.8,0.8,81.57141075250138,27.44,29.90489017583649
82,1995.0,11.0,4.0,7.99,-179.9,1.4,0.5,79.2,27.181383629983856,28.900497999128138
83,1996.0,7.0,28.0,-8.03,164.9,-3.1,2.1,79.6,28.31,29.583352757758895
84,1993.0,12.0,23.0,9.01,-140.2,-3.6,-6.1,81.6,27.38,28.162909295766127
85,1996.0,1.0,13.0,2.0,147.0,-1.6070859973070668,-1.3918723060117486,79.3,28.08,29.22196284394304
86,1994.0,7.0,8.0,-4.99,-95.0,-3.9,2.7,83.8,22.98,23.182458105425184
87,1995.0,2.0,14.0,0.01,-140.0,-6.1,0.2,86.6,25.66,25.728632957720006
88,1994.0,8.0,23.0,-4.98,-179.9,-4.487734237016326,-1.009623979703207,73.8,29.4,30.094858308705636
89,1994.0,7.0,9.0,-4.98,-139.9,-5.9,-1.3,85.8,26.36,26.914314115365116
90,1993.0,2.0,1.0,-0.04,-95.0,-1.9,0.8,89.66597001773584,23.44,23.452892668742702
91,1994.0,11.0,28.0,0.34,-95.2,-3.4,6.8,86.2,23.55,24.449824139162224
92,1996.0,6.0,27.0,5.0,137.0,1.7,1.5,80.93263676270965,28.4,29.927039890874585
93,1993.0,1.0,6.0,0.03,-140.0,-7.6,-0.7,85.0593870790043,25.56,25.84458977441876
94,1991.0,2.0,28.0,5.04,-140.0,-5.4,0.6,84.8,27.56,27.839591380206233
95,1996.0,1.0,22.0,1.97,-125.3,-4.6,4.4,83.9,24.69,25.238675762500765
96,1995.0,4.0,25.0,-4.98,165.1,2.8,3.4,78.6,29.61,29.98955021410055
97,1996.0,4.0,9.0,-1.99,-124.94,-4.9,-0.9,94.0,26.6,27.029576763631002
98,1990.0,11.0,10.0,-1.97,-111.5,-6.0,3.6,86.20016268068923,23.17,23.29577580479725
99,1992.0,12.0,11.0,2.03,137.0,-0.47665654817391356,0.33682244276999995,82.0,28.48,29.815276996354946
100,1996.0,1.0,7.0,-0.02,-170.0,-8.8,-2.1,73.0,26.25,26.555944491551095
101,1993.0,10.0,30.0,7.99,-125.0,-3.6,6.3,79.2,27.55,28.300884698521102
102,1994.0,7.0,24.0,-4.99,-124.9,-6.2,3.6,79.7,25.48,25.704175856048323
103,1994.0,5.0,22.0,2.0,-179.9,-4.1,2.9,83.9,28.2,28.919011406562536
104,1995.0,8.0,5.0,6.69,137.5,3.0,1.7,80.70004700914842,28.83,29.804052290870327
105,1989.0,4.0,25.0,0.0,-110.1,-4.4,-0.4,87.16480866049096,25.06,25.334534224466665
106,1993.0,5.0,20.0,-8.28,-155.0,-6.4,1.2,81.4,29.27,29.60037831283567
107,1996.0,10.0,22.0,-5.0,-110.0,-6.5,1.5,84.0,22.78,23.395169435274397
108,1986.0,7.0,30.0,2.15,-110.25,-4.6705759903155695,3.0638055446483463,90.14954429284455,23.36,24.453164505626773
109,1988.0,12.0,31.0,-0.07,-110.0,-2.9,1.8,91.75019272296868,20.9,20.82921262709504
110,1996.0,4.0,30.0,-1.99,-124.94,-6.0,2.6,86.9,27.06,27.174331795506106
111,1995.0,3.0,8.0,-1.94,164.4,5.4,-0.2,79.8,28.42,29.8577255420758
112,1987.0,10.0,31.0,2.03,165.0,-0.8,0.2,81.51087317979886,28.62,29.740324560878236
113,1995.0,5.0,20.0,-8.05,-109.94,-5.8,0.1,74.7,26.31,26.787713223454794
114,1996.0,7.0,21.0,0.0,165.0,-2.5,-2.2,73.9,27.48,28.968655707776794
115,1993.0,3.0,4.0,8.0,-170.0,-7.8,-4.0,82.0,27.47,27.867140550431976
116,1991.0,12.0,21.0,8.01,165.0,-8.4,-5.2,80.75051705065903,27.62,28.239933508259863
117,1994.0,12.0,11.0,-4.99,-110.0,-7.7,2.4,79.3,24.44,24.53246720047907
118,1996.0,1.0,29.0,4.97,-170.0,-6.0,2.6,82.2,26.47,27.516905463530048
119,1991.0,8.0,13.0,0.02,-140.0,-8.2,0.6,85.1,26.31,26.524848546983144
120,1995.0,8.0,9.0,5.01,-140.0,-6.3,-0.6,82.0,26.55,27.10652822590025
121,1989.0,12.0,13.0,-0.01,165.0,2.5,1.1,79.95055843976206,28.9,30.00574727189982
122,1986.0,9.0,5.0,-2.11,-140.0,-7.1,4.9,82.78116902997624,26.33,26.579018868309635
123,1993.0,6.0,4.0,5.01,-110.0,0.0,0.9,86.2,26.66,28.36174527983386
124,1988.0,6.0,12.0,2.07,-110.1,-3.2,1.9,94.22162104187555,21.0,21.053202757764936
125,1992.0,3.0,13.0,4.99,-170.0,2.6,-3.3,78.5,26.8,28.58096136527695
126,1987.0,10.0,20.0,2.04,165.0,-0.9,3.0,80.52781343064146,29.06,29.82465528270947
127,1996.0,9.0,8.0,1.96,-170.0,-6.7,-1.2,82.7,27.34,27.69497513879251
128,1990.0,1.0,20.0,-5.03,165.0,3.1,-3.0,83.44326077236394,28.592338456340485,29.526704145390926
129,1993.0,11.0,30.0,-7.97,165.0,-3.9,1.8,81.7,28.98,29.62635347717295
130,1989.0,1.0,27.0,-2.02,-140.0,-7.4,1.6,86.93547306039886,24.95,25.048393194660974
131,1993.0,11.0,6.0,-4.97,-110.0,-6.3,2.5,81.4,24.34,24.302000370372365
132,1988.0,5.0,9.0,2.07,-110.1,-2.6,3.5,87.66676642125299,25.16,26.230172911150454
133,1994.0,10.0,7.0,2.04,-110.1,-3.2,4.1,77.2,24.6,25.76506507133233
134,1987.0,2.0,23.0,0.0,-140.0,-7.4,-0.2,84.68402158813535,26.95,27.062296735500844
135,1995.0,6.0,29.0,6.68,137.5,-3.4,0.3,81.38435310730415,27.84,28.93809426760374
136,1996.0,3.0,3.0,-1.99,-95.0,-1.9,3.0,91.4,25.52,25.70354298209528
137,1995.0,6.0,30.0,8.99,-140.2,-3.5610317634743325,0.6474287459108723,88.9,25.94,27.391671524170576
138,1988.0,3.0,8.0,-2.0,164.9,-5.1,-2.6,81.25544704962851,29.05,29.499398941059603
139,1994.0,10.0,24.0,2.03,-110.06,-4.9,3.6,80.4,25.16,25.835540417540685
140,1993.0,4.0,22.0,0.01,156.0,-1.2,-0.3,80.7,28.27,29.340978810797765
141,1988.0,11.0,9.0,2.01,-110.1,-2.3,5.5,90.03883696140304,22.36,24.091144994243486
142,1986.0,4.0,9.0,-8.03,-109.94,-4.618770289687049,1.244501923473564,85.51890675831305,25.6,26.256840577822327
143,1992.0,6.0,19.0,-4.97,-140.0,-4.051941866397385,-0.38631233195869186,80.9,28.06,28.626478048325048
144,1984.0,4.0,23.0,0.04,-109.9,-0.9,0.6,89.45552139908739,25.39,25.86383854398295
145,1995.0,6.0,20.0,-4.99,-155.0,-7.2,-1.7,83.3,27.64,28.566063944968374
146,1994.0,10.0,7.0,2.0,-95.0,-1.0,4.3,81.3,22.56,24.921173744830327
147,1995.0,8.0,25.0,1.98,-95.0,-2.7,5.2,86.1,21.95,24.707904830066415
148,1990.0,6.0,15.0,4.99,-110.0,2.2,4.9,85.2969814748991,26.95,28.274075042424926
149,1994.0,4.0,21.0,0.0,143.0,4.0,-0.7,90.3,27.88,29.23169151074752
150,1992.0,12.0,1.0,-7.97,-125.0,-6.5,-2.3,79.51867066623572,25.968552084533343,26.26521112755246
151,1990.0,7.0,21.0,-5.04,165.0,-4.7,2.0,80.19928060636926,27.69,29.45417726278813
152,1992.0,10.0,6.0,-5.0,165.1,-3.7,-1.0,78.28277673552793,28.1,29.493474002475672
153,1994.0,7.0,18.0,-8.02,-180.0,-2.9,2.5,79.8,28.77,29.690720432427803
154,1993.0,9.0,19.0,2.0,-141.0,-6.0,1.6,82.5868830445819,25.66,26.333021506562417
155,1994.0,1.0,27.0,-4.95,-110.0,-4.2,4.3,86.2,25.23,25.484979265919605
156,1987.0,10.0,2.0,-2.0,165.1,2.5,-1.3,83.59262395131634,27.53,29.512041494954893
157,1993.0,2.0,18.0,-4.97,-140.0,-4.7,-2.2,82.4,26.81,27.41919655584117
158,1989.0,2.0,23.0,5.25,-140.1,-7.1,-3.1,87.94285619771995,25.44,25.792870898245013
159,1987.0,8.0,13.0,-2.0,165.1,6.2,-1.2,83.82462587843418,28.38,29.139760073241906
160,1994.0,10.0,7.0,4.99,-179.9,1.7,-3.0,77.6,28.16,29.77766828471095
161,1993.0,1.0,29.0,-2.0,-95.0,-3.3,2.9,92.3,24.95,25.021142587568765
162,1987.0,5.0,25.0,-0.01,-140.1,-4.8,0.6,81.62385464170222,28.5,28.994930262627644
163,1989.0,1.0,11.0,-0.02,165.0,-5.8,-2.5,84.52563619374541,27.42,28.039699226086036
164,1996.0,3.0,2.0,-1.99,-110.0,-3.1,0.7,83.74629770905005,25.6,26.07581388769625
165,1995.0,4.0,12.0,4.99,147.0,4.9,-0.7,82.21577801443061,28.9915131622885,29.50901376697268
166,1994.0,12.0,26.0,5.0,-179.9,-3.3,1.0,85.4,27.11,28.985864220756113
167,1994.0,3.0,10.0,-4.98,-179.9,-0.8,-2.8,78.7,27.92,29.73819701209004
168,1996.0,6.0,13.0,5.33,-124.9,-3.9,4.9,82.64045080239202,26.17641764803821,27.3276962384856
169,1991.0,9.0,23.0,0.04,-110.0,-5.1,4.6,85.75463100700995,23.95,24.12106844067372
170,1995.0,2.0,16.0,-4.99,-124.9,-5.8,1.7,88.7,26.33,26.712891645053922
171,1994.0,4.0,26.0,-5.0,-170.0,-4.6999715131496345,-1.2292755987292026,75.9,28.77,29.45570316507385
172,1994.0,4.0,3.0,2.01,165.0,-4.3,-0.8,94.9,26.62,28.58530743555793
173,1993.0,5.0,23.0,8.04,165.1,-5.7,0.6,87.6,27.58,28.552988905482245
174,1994.0,5.0,22.0,5.01,147.0,-0.3,-1.8,78.7,28.88,29.837549962467815
175,1994.0,9.0,11.0,-4.99,-124.9,-5.6,2.2,80.7,25.25,25.477570547408927
176,1989.0,8.0,10.0,2.0,165.0,-1.7,-1.1,85.14791561893105,26.38,28.976359815923196
177,1995.0,9.0,21.0,-8.29,-155.0,-6.8,0.5,79.9,27.95,28.549311786560253
178,1995.0,8.0,6.0,2.0,165.0,-2.4,0.8,75.0,28.48,29.6728707478274
179,1992.0,6.0,17.0,1.92,-125.06,-5.0,1.4,85.01176604421971,25.27,25.93147308520044
180,1992.0,5.0,14.0,0.07,-110.06,-4.9,3.0,81.41046548274107,27.34,27.822396412736904
181,1992.0,3.0,28.0,8.98,-140.2,-4.411351041956337,0.8724217171764224,87.50858375241421,25.45,26.777321260175622
182,1996.0,2.0,1.0,4.98,-170.0,-4.8,1.2,94.1,25.62,26.490936261408752
183,1993.0,4.0,17.0,-5.01,-155.0,-5.2,-2.5,87.5,27.62,28.324865611881936
184,1994.0,5.0,16.0,5.02,-95.0,-3.457052210745914,-0.4539133074928827,79.4,27.89,28.933387242536497
185,1992.0,10.0,18.0,-0.01,-124.4,-5.5,-0.2,91.9,23.16,23.264903865059463
186,1988.0,9.0,5.0,4.99,-140.0,-0.4,3.0,86.89725746154772,25.52,26.611834239896208
187,1993.0,4.0,11.0,-0.04,-170.0,-3.3,-1.4,83.1,28.55,29.316379372916014
188,1995.0,5.0,18.0,-2.0,-110.0,-4.6,2.4,82.61039445805568,25.7,26.02868226199117
189,1987.0,1.0,24.0,0.0,-140.0,-6.0,0.2,85.2904338079087,27.0,27.158565792276995
190,1992.0,8.0,30.0,7.96,-155.0,-2.6,1.4,82.73514651751441,27.34,28.66941561328125
191,1994.0,3.0,15.0,-1.98,-155.0,-6.9,-3.6,74.9,27.9288253157749,28.356360306725247
192,1995.0,12.0,13.0,-5.01,-139.9,-5.6,-1.2,80.0,25.55,25.81286290321498
193,1994.0,8.0,11.0,9.01,-140.2,-3.216974042779924,0.7276250606536792,88.9,26.48,27.772984149577475
194,1993.0,5.0,12.0,4.97,147.0,-0.9425347792202601,-0.4235153737639621,81.3,28.02,29.264209064310858
195,1995.0,3.0,8.0,0.04,-179.9,-5.8,1.2,77.5,28.45,28.937567916143006
196,1996.0,12.0,14.0,5.04,165.0,-0.9,-0.1,77.8,28.34,29.766025348026993
197,1994.0,3.0,3.0,-8.02,-109.94,-5.0,0.6,95.7,24.95,25.307554510269988
198,1995.0,8.0,26.0,5.02,165.0,-2.6,2.8,79.77201295016846,28.16,29.642514067125404
199,1995.0,5.0,20.0,0.0,147.0,-1.3539662338779124,-0.612024985786519,81.0602485967297,27.77,29.305958214905676
200,1989.0,11.0,14.0,2.0,165.0,-1.6,2.9,82.81304132322975,26.9,28.98774127495751
201,1993.0,9.0,13.0,-0.01,143.0,-3.7,0.4,86.8,26.34,28.42186314372083
202,1995.0,10.0,24.0,-2.0,-110.0,-5.1,2.7,91.7,22.44,22.3507557729725
203,1983.0,1.0,29.0,0.01,-94.75,-0.3,3.0,86.59070183370432,27.94,29.121330120614033
204,1993.0,1.0,28.0,-5.01,-110.0,-5.7,1.9,83.6,25.45,25.62001085713886
205,1993.0,9.0,9.0,-0.01,-124.4,-4.9,0.9,88.3,23.48,23.659229098241408
206,1994.0,12.0,18.0,5.06,-110.0,-4.3,1.2,90.2,25.84,27.168412852007087
207,1992.0,9.0,14.0,0.0,156.0,0.4,2.4,84.2,27.77,29.3696043269949
208,1989.0,5.0,9.0,-2.0,-110.0,-7.1,-0.1,84.48106060285886,25.78,25.98369710338253
209,1995.0,6.0,1.0,-2.1,-124.9,-5.3,0.0,80.8818632747799,26.574731382155164,26.95317405811171
210,1995.0,4.0,29.0,2.0,165.0,5.4,5.7,88.6,26.98,29.02301239174644
211,1995.0,9.0,10.0,8.0,-170.0,-0.6,3.3,80.7,27.9,29.07314624711314
212,1996.0,2.0,7.0,8.02,-170.0,-7.5,-0.8,83.0,26.73,27.66018474803279
213,1993.0,10.0,2.0,2.04,-110.1,-4.4581777395334115,2.4522606883739115,83.8,23.69,24.888874517160257
214,1996.0,5.0,14.0,4.99,156.0,2.5,2.7,84.9,27.73,29.436664122715705
215,1990.0,6.0,6.0,-0.01,-110.06,-5.3,4.2,84.88873962449748,25.389118451137705,25.710486614974105
216,1990.0,9.0,8.0,5.0,147.0,-0.7543327853707567,0.7487352324848473,83.3014581985658,27.47,28.922235343033755
217,1991.0,8.0,13.0,5.0,-154.9,0.3,3.1,90.2,26.88,28.379447163552186
218,1985.0,12.0,17.0,-8.03,-109.94,-4.74725517211543,3.5350463472768183,86.1499279747261,23.55,23.794386435926384
219,1991.0,8.0,28.0,5.01,-110.0,-1.1,4.7,87.5256203477336,24.39,26.517845995361355
220,1992.0,3.0,20.0,-2.02,-155.0,4.5,0.5,79.7,28.47,29.26472334732915
221,1996.0,1.0,28.0,2.0,147.0,-1.5754841827081165,-1.8161828285390698,75.9,28.95,30.240438221894205
222,1993.0,6.0,28.0,-4.97,-110.0,-6.1,0.0,80.1,26.31,26.6122348501159
223,1991.0,8.0,9.0,5.03,-140.0,-1.4,2.9,83.23261118394407,27.06,28.239117160690636
224,1993.0,7.0,23.0,-5.02,-155.0,-6.1,-2.6,83.6,28.19,28.588631334015513
225,1994.0,10.0,15.0,-4.99,165.1,2.7,1.3,88.1,27.31,29.377619422710787
226,1993.0,1.0,14.0,-1.98,-140.0,-4.7,-2.4,84.4,25.86,26.284881524142733
227,1995.0,1.0,17.0,2.0,-155.0,-8.1,-1.1,83.3,27.19,27.70292512387774
228,1992.0,9.0,7.0,-0.03,-170.0,-4.487453233999318,1.0593432966782927,82.0272513246399,26.25,26.763523895273728
229,1993.0,7.0,13.0,9.0,-140.2,-4.2,-5.5,72.1,27.9,28.37639925311568
230,1982.0,6.0,16.0,0.02,-94.75,-3.7,5.2,90.18765669048526,24.3,24.5305510561242
231,1992.0,5.0,8.0,-0.01,154.0,0.5,-0.9,82.27943816269647,28.104703928314905,29.51258119757818
232,1991.0,1.0,16.0,-5.04,-110.0,-6.0,1.1,87.45857180677376,24.06,24.357131482574108
233,1994.0,2.0,26.0,0.01,156.0,-1.5,2.8,71.6,27.69,29.36718752840358
234,1996.0,9.0,6.0,8.02,-170.0,-4.8,0.4,80.0,26.81,28.106076593554672
235,1993.0,5.0,26.0,4.99,156.0,-4.9,-2.9,84.0,28.36,28.94383871249731
236,1993.0,6.0,30.0,8.04,165.1,-3.7,-5.1,82.5,27.97,28.709795764398258
237,1992.0,10.0,25.0,-0.04,-170.0,-4.3,-2.8,78.1,26.88,27.527547952659543
238,1989.0,8.0,14.0,5.01,-110.06,-1.2,4.0,88.62735139029189,24.27,25.88234616912224
239,1993.0,12.0,22.0,-2.18,-170.0,-1.2,-4.9,78.5,27.66,28.96112719670485
240,1993.0,6.0,18.0,5.05,165.0,-1.5,-0.9,87.5,27.3,28.995524752409015
241,1996.0,10.0,4.0,4.97,-169.9,-3.9725784649687057,0.041588945065825556,79.3,27.78,28.81065306629835
242,1992.0,5.0,24.0,0.03,-140.0,-4.5,-0.2,85.3,27.3,27.944346768645428
243,1994.0,9.0,15.0,8.12,-124.94,2.1,5.4,76.9,27.31,28.109822361321754
244,1988.0,12.0,21.0,5.24,-140.0,-2.7,3.9,86.59281569037182,24.62,24.94943112897457
245,1994.0,9.0,24.0,0.03,-140.0,-3.0,-0.7,76.4,25.14,25.721901236623527
246,1994.0,11.0,22.0,1.96,-140.0,-5.4,2.2,79.2,27.3,27.893457101408618
247,1994.0,2.0,25.0,4.98,-170.0,-7.9,-3.6,82.8,28.03,28.305849893313276
248,1993.0,3.0,2.0,0.05,170.0,-1.0749655430548302,-0.8603442723000398,82.21249728966438,28.12,29.319530380050846
249,1992.0,12.0,16.0,5.0,-109.94,-2.0,5.7,84.28454432667411,25.06,26.774038064532697
250,1992.0,12.0,30.0,-8.27,-155.0,-7.3,-2.7,74.2,27.45,28.843211724486352
251,1991.0,10.0,4.0,0.01,-140.0,-2.5,1.1,78.9,26.06,26.81348536054856
252,1988.0,4.0,15.0,-2.01,164.9,-3.9,-2.7,82.48911300157852,28.27,29.081956323683475
253,1996.0,2.0,17.0,2.01,147.0,1.4,0.1,73.9,29.1,30.45502300497076
254,1994.0,8.0,5.0,-4.98,-139.9,-4.2,0.0,82.1,26.44,27.22408338313539
255,1992.0,5.0,2.0,0.05,-124.4,-1.3,0.7,84.0,27.88,28.710777316688446
256,1996.0,5.0,30.0,4.99,156.0,-1.1063820935003505,-0.29074834929690496,83.3,27.14,29.129571390702086
257,1992.0,2.0,19.0,0.0,-110.0,-4.9,3.4,83.77884381473973,26.52,26.8184490824756
258,1995.0,5.0,23.0,4.94,137.0,5.5,-0.3,82.11880133518162,28.86092078759026,29.5116193317385
259,1989.0,10.0,21.0,-2.01,-140.0,-7.9,0.3,82.51561697471391,25.67,25.44922577603377
260,1994.0,8.0,21.0,-4.98,-95.0,-5.2,4.2,80.3,21.16,21.520251941918985
261,1995.0,11.0,28.0,0.0,165.0,-2.4,0.5,76.6,28.217945466045478,29.60114820317665
262,1992.0,12.0,1.0,5.01,-109.94,-3.8,4.9,84.22115676839178,24.9,26.66227659792778
263,1993.0,8.0,25.0,0.03,-179.9,-0.6,-0.4,70.6,29.11,30.241960081085445
264,1992.0,3.0,16.0,-8.27,-155.0,-3.6,-4.7,79.3,28.73,29.313301046562813
265,1996.0,6.0,3.0,-0.02,-170.0,-6.0,-2.0,75.4,27.36,27.939033907193174
266,1994.0,6.0,1.0,1.96,-125.06,-4.1,3.0,75.1,27.05,27.81393406732927
